1530020674,8,2.87,379.28,42.03,83,0,0,4.20,0
1530020679,8,2.95,5.87,5.87,83,0,0,4.20,1
1530020684,8,2.95,0.98,13.69,83,0,0,4.20,2
1530020689,8,2.95,0.98,13.69,83,0,0,4.20,3
1530020694,8,2.86,348.97,39.10,83,0,0,4.20,4
1530020699,8,2.86,348.97,39.10,83,0,0,4.20,5
1530020704,8,2.95,0.98,14.66,83,0,0,4.20,6
1530020709,8,2.95,0.98,14.66,8B,1,0,4.20,7
1530020714,8,2.95,1.96,15.64,83,0,0,4.20,8
1530020719,8,2.95,1.96,15.64,83,0,0,4.20,9
1530020724,8,2.95,1.96,15.64,83,0,0,4.20,10
1530020729,8,2.95,2.93,19.55,93,0,1,4.20,11
1530020734,8,2.95,1.96,21.51,83,0,0,4.20,12
1530020739,8,2.91,324.54,35.19,83,0,0,4.20,13
1530020744,8,2.95,1.96,19.55,83,0,0,4.20,14
1530020749,8,2.95,0.98,18.57,83,0,0,4.20,15
1530020754,8,2.95,1.96,19.55,83,0,0,4.20,16
1530020760,8,2.95,2.93,18.57,8B,1,0,4.20,17
1530020765,8,2.95,0.98,17.60,83,0,0,4.20,18
1530020770,8,2.95,0.98,18.57,83,0,0,4.20,19
1530020775,8,2.95,0.98,18.57,83,0,0,4.20,20
1530020780,8,2.95,0.98,18.57,83,0,0,4.20,21
1530020785,8,2.95,0.00,17.60,83,0,0,4.20,22
1530020790,8,2.95,0.98,19.55,83,0,0,4.20,23
1530020795,8,2.95,0.98,20.53,83,0,0,4.20,24
1530020800,8,2.95,0.98,20.53,83,0,0,4.20,25
1530020805,8,2.95,1.96,21.51,83,0,0,4.20,26
1530020810,8,2.95,0.98,21.51,83,0,0,4.20,27
1530020815,8,2.95,0.98,22.48,83,0,0,4.20,28
1530020820,8,2.95,1.96,23.46,83,0,0,4.20,29
1530020825,8,2.95,0.98,24.44,83,0,0,4.20,30
1530020830,8,2.95,0.98,23.46,83,0,0,4.20,31
1530020835,8,2.95,1.96,24.44,83,0,0,4.20,32
1530020840,8,2.95,0.00,22.48,83,0,0,4.20,33
1530020845,8,2.95,0.98,22.48,83,0,0,4.20,34
1530020850,8,2.95,1.96,22.48,83,0,0,4.20,35
1530020855,8,2.95,0.98,21.51,83,0,0,4.20,36
1530020860,8,2.95,0.98,20.53,83,0,0,4.20,37
1530020865,8,2.95,0.98,20.53,83,0,0,4.20,38
1530020871,8,2.95,0.98,20.53,83,0,0,4.20,39
1530020876,8,2.95,0.98,18.57,83,0,0,4.20,40
1530020881,8,2.95,1.96,19.55,83,0,0,4.20,41
1530020886,8,2.95,1.96,18.57,83,0,0,4.20,42
1530020891,8,2.95,0.98,18.57,83,0,0,4.20,43
1530020896,8,2.95,0.98,18.57,83,0,0,4.20,44
1530020901,8,2.95,0.98,17.60,83,0,0,4.20,45
1530020906,8,2.95,0.98,17.60,83,0,0,4.20,46
1530020911,8,2.95,0.98,17.60,83,0,0,4.20,47
1530020916,8,2.95,0.98,16.62,83,0,0,4.20,48
1530020921,8,2.95,1.96,16.62,83,0,0,4.20,49
1530020926,8,2.95,0.98,15.64,83,0,0,4.20,50
1530020931,8,2.95,1.96,13.69,83,0,0,4.20,51
1530020936,8,2.95,1.96,13.69,83,0,0,4.20,52
1530020941,8,2.95,0.98,13.69,83,0,0,4.20,53
1530020946,8,2.95,1.96,11.73,83,0,0,4.20,54
1530020951,8,2.95,0.98,11.73,83,0,0,4.20,55
1530020956,8,2.95,1.96,9.78,83,0,0,4.20,56
1530020961,8,2.95,0.98,8.80,83,0,0,4.20,57
1530020966,8,2.95,0.98,8.80,83,0,0,4.20,58
1530020971,8,2.95,1.96,8.80,83,0,0,4.20,59
1530020976,8,2.95,2.93,7.82,83,0,0,4.20,60
1530020982,8,2.95,2.93,7.82,83,0,0,4.20,61
1530020987,8,2.95,3.91,6.84,83,0,0,4.20,62
1530020992,8,2.95,4.89,5.87,83,0,0,4.20,63
1530020997,8,2.95,4.89,6.84,83,0,0,4.20,64
1530021002,8,2.95,4.89,5.87,83,0,0,4.20,65
1530021007,8,2.95,5.87,4.89,83,0,0,4.20,66
1530021012,8,2.95,5.87,5.87,83,0,0,4.20,67
1530021017,8,2.95,4.89,5.87,83,0,0,4.20,68
1530021022,8,2.95,4.89,5.87,83,0,0,4.20,69
1530021027,8,2.95,5.87,5.87,83,0,0,4.20,70
1530021032,8,2.95,4.89,5.87,83,0,0,4.20,71
1530021037,8,2.95,5.87,4.89,83,0,0,4.20,72
1530021042,8,2.95,4.89,5.87,83,0,0,4.20,73
1530021047,8,2.95,5.87,5.87,83,0,0,4.20,74
