1529598516,5,3.12,0.98,15.64,83,0,0,4.2,0
1529598521,5,3.12,0.98,16.62,83,0,0,4.2,1
1529598526,5,3.12,1.96,41.06,83,0,0,4.2,2
1529598531,5,3.13,0.98,93.84,83,0,0,4.2,3
1529598536,5,3.11,64.52,5.87,83,0,0,4.2,4
1529598541,5,3.11,49.85,4.89,8B,1,0,4.2,5
1529598546,5,3.11,77.22,8.8,83,0,0,4.2,6
1529598551,5,3.1,84.07,8.8,83,0,0,4.2,7
1529598556,5,3.11,49.85,4.89,83,0,0,4.2,8
1529598561,5,3.11,49.85,5.87,83,0,0,4.2,9
1529598566,5,3.11,48.88,3.91,83,0,0,4.2,10
1529598571,5,3.11,49.85,3.91,83,0,0,4.2,11
1529598576,5,3.11,49.85,4.89,83,0,0,4.2,12
1529598581,5,3.11,49.85,3.91,83,0,0,4.2,13
1529598586,5,3.11,50.83,5.87,83,0,0,4.2,14
1529598591,5,3.11,65.49,6.84,83,0,0,4.2,15
1529598596,5,3.1,129.03,13.69,83,0,0,4.2,16
1529598602,5,3.08,256.11,28.35,83,0,0,4.2,17
1529598607,5,3.07,288.37,31.28,83,0,0,4.2,18
1529598612,5,3.07,288.37,32.26,83,0,0,4.2,19
1529598617,5,3.07,304.01,33.24,83,0,0,4.2,20
1529598622,5,3.07,300.1,34.21,83,0,0,4.2,21
1529598627,5,3.07,303.03,32.26,83,0,0,4.2,22
1529598632,5,3.07,304.01,33.24,83,0,0,4.2,23
1529598637,5,3.07,265.88,30.3,83,0,0,4.2,24
1529598642,5,3.09,170.09,19.55,83,0,0,4.2,25
1529598647,5,3.07,263.93,30.3,83,0,0,4.2,26
1529598652,5,3.07,296.19,32.26,83,0,0,4.2,27
1529598657,5,3.07,290.32,32.26,83,0,0,4.2,28
1529598662,5,3.07,278.59,30.3,83,0,0,4.2,29
1529598667,5,3.07,232.65,25.42,83,0,0,4.2,30
1529598672,5,3.09,160.31,18.57,83,0,0,4.2,31
1529598677,5,3.1,83.09,8.8,83,0,0,4.2,32
1529598682,5,3.1,92.86,9.78,83,0,0,4.2,33
1529598687,5,3.1,55.72,4.89,83,0,0,4.2,34
1529598692,5,3.1,59.63,5.87,83,0,0,4.2,35
1529598697,5,3.1,57.67,5.87,83,0,0,4.2,36
1529598702,5,3.1,57.67,5.87,83,0,0,4.2,37
1529598708,5,3.1,57.67,5.87,83,0,0,4.2,38
1529598713,5,3.11,57.67,5.87,83,0,0,4.2,39
1529598718,5,3.1,59.63,5.87,83,0,0,4.2,40
1529598723,5,3.1,59.63,5.87,83,0,0,4.2,41
1529598728,5,3.1,61.58,5.87,83,0,0,4.2,42
1529598733,5,3.1,62.56,5.87,83,0,0,4.2,43
1529598738,5,3.1,64.52,5.87,83,0,0,4.2,44
1529598743,5,3.1,66.47,6.84,83,0,0,4.2,45
1529598748,5,3.1,68.43,7.82,83,0,0,4.2,46
1529598753,5,3.1,67.45,7.82,83,0,0,4.2,47
1529598758,5,3.1,69.4,6.84,83,0,0,4.2,48
1529598763,5,3.1,68.43,6.84,83,0,0,4.2,49
1529598768,5,3.1,67.45,6.84,83,0,0,4.2,50
1529598773,5,3.11,68.43,7.82,83,0,0,4.2,51
1529598778,5,3.1,68.43,6.84,83,0,0,4.2,52
1529598783,5,3.1,68.43,7.82,83,0,0,4.2,53
1529598788,5,3.1,69.4,7.82,83,0,0,4.2,54
1529598793,5,3.1,69.4,7.82,83,0,0,4.2,55
1529598798,5,3.1,69.4,7.82,83,0,0,4.2,56
1529598803,5,3.1,70.38,7.82,83,0,0,4.2,57
1529598808,5,3.1,71.36,7.82,83,0,0,4.2,58
1529598814,5,3.1,70.38,6.84,83,0,0,4.2,59
1529598819,5,3.1,71.36,7.82,83,0,0,4.2,60
1529598824,5,3.1,72.34,7.82,83,0,0,4.2,61
1529598829,5,3.1,72.34,7.82,83,0,0,4.2,62
1529598834,5,3.1,72.34,6.84,83,0,0,4.2,63
1529598839,5,3.1,74.29,7.82,83,0,0,4.2,64
1529598844,5,3.1,73.31,8.8,83,0,0,4.2,65
1529598849,5,3.1,74.29,7.82,83,0,0,4.2,66
1529598854,5,3.1,74.29,7.82,83,0,0,4.2,67
1529598859,5,3.1,75.27,7.82,83,0,0,4.2,68
1529598864,5,3.1,74.29,7.82,83,0,0,4.2,69
1529598869,5,3.1,74.29,7.82,83,0,0,4.2,70
1529598874,5,3.1,75.27,7.82,83,0,0,4.2,71
1529598879,5,3.1,73.31,7.82,83,0,0,4.2,72
1529598884,5,3.1,74.29,6.84,83,0,0,4.2,73
1529598889,5,3.1,74.29,7.82,83,0,0,4.2,74
1529598894,5,3.1,74.29,7.82,83,0,0,4.2,75
1529598899,5,3.1,73.31,7.82,83,0,0,4.2,76
1529598904,5,3.1,75.27,7.82,83,0,0,4.2,77
1529598909,5,3.1,74.29,8.8,83,0,0,4.2,78
1529598915,5,3.1,75.27,7.82,83,0,0,4.2,79
1529598920,5,3.1,75.27,7.82,83,0,0,4.2,80
1529598925,5,3.1,75.27,7.82,83,0,0,4.2,81
1529598930,5,3.1,76.25,7.82,83,0,0,4.2,82
1529598935,5,3.1,74.29,7.82,83,0,0,4.2,83
1529598940,5,3.1,77.22,7.82,83,0,0,4.2,84
1529598945,5,3.1,76.25,8.8,83,0,0,4.2,85
1529598950,5,3.1,76.25,7.82,83,0,0,4.2,86
1529598955,5,3.1,77.22,7.82,83,0,0,4.2,87
1529598960,5,3.1,77.22,8.8,83,0,0,4.2,88
1529598965,5,3.1,77.22,8.8,83,0,0,4.2,89
1529598970,5,3.1,75.27,7.82,83,0,0,4.2,90
1529598975,5,3.1,76.25,7.82,83,0,0,4.2,91
1529598980,5,3.1,76.25,7.82,83,0,0,4.2,92
1529598985,5,3.1,76.25,7.82,83,0,0,4.2,93
1529598990,5,3.1,76.25,7.82,83,0,0,4.2,94
1529598995,5,3.1,76.25,7.82,83,0,0,4.2,95
1529599000,5,3.1,76.25,8.8,83,0,0,4.2,96
1529599005,5,3.1,76.25,7.82,83,0,0,4.2,97
1529599010,5,3.1,76.25,7.82,83,0,0,4.2,98
1529599015,5,3.1,76.25,7.82,83,0,0,4.2,99
1529599021,5,3.1,78.2,7.82,83,0,0,4.2,100
1529599026,5,3.1,76.25,8.8,83,0,0,4.2,101
1529599031,5,3.1,77.22,7.82,83,0,0,4.2,102
1529599036,5,3.1,76.25,8.8,83,0,0,4.2,103
1529599041,5,3.1,77.22,7.82,83,0,0,4.2,104
1529599046,5,3.1,77.22,8.8,83,0,0,4.2,105
1529599051,5,3.1,77.22,8.8,83,0,0,4.2,106
1529599056,5,3.1,77.22,7.82,83,0,0,4.2,107
1529599061,5,3.1,77.22,6.84,83,0,0,4.2,108
1529599066,5,3.1,76.25,8.8,83,0,0,4.2,109
1529599071,5,3.1,77.22,7.82,83,0,0,4.2,110
1529599076,5,3.1,76.25,8.8,83,0,0,4.2,111
